member_id,tier,country,source,tenure,active
61498269,Gold,Netherlands,organic,1,0
59886991,Platinum,Netherlands,organic,2,0
56396485,Gold,Canada,referral,5,0
81107424,Gold,UK,organic,2,0
4529421,Gold,UK,organic,2,0
51825709,Silver,US,organic,6,0
46268096,Gold,Canada,partnerships,1,0
75395104,Gold,Netherlands,organic,2,0
92882036,Gold,US,organic,1,0
74525070,Silver,US,partnerships,1,0
56162244,Gold,UK,organic,6,0
17691966,Gold,UK,organic,1,0
39880075,Silver,Canada,organic,9,1
61743351,Gold,Germany,organic,3,0
16017383,Silver,US,organic,1,0
74686385,Silver,Italy,partnerships,6,0
96931543,Gold,Canada,organic,1,0
98830413,Gold,Italy,referral,9,1
50594008,Gold,France,partnerships,1,0
98066826,Silver,Netherlands,organic,9,1
65275046,Gold,Germany,organic,1,0
76260959,Gold,Italy,organic,1,0
16224680,Gold,Italy,organic,1,0
30290161,Gold,Netherlands,organic,1,0
99012918,Gold,Italy,organic,1,0
70669396,Silver,US,organic,7,0
15462382,Gold,Italy,organic,1,0
72693225,Gold,UK,organic,3,0
5130147,Silver,UK,organic,2,0
48924806,Gold,Italy,partnerships,1,0
32243012,Gold,Spain,organic,1,0
59814079,Silver,US,organic,5,0
11128132,Gold,Germany,organic,1,0
86675399,Gold,Germany,organic,2,0
19387914,Silver,Netherlands,organic,4,0
66175203,Gold,Spain,organic,1,0
77606070,Gold,Spain,organic,2,0
54918041,Gold,France,organic,1,0
72228618,Gold,UK,organic,4,0
70076100,Silver,Spain,organic,8,0
137449,Silver,UK,organic,6,0
41837755,Gold,Canada,partnerships,1,0
84304878,Gold,Germany,organic,9,1
66074631,Silver,Germany,organic,2,0
96934494,Gold,Spain,organic,1,0
37326620,Platinum,Italy,organic,1,0
572380,Gold,Germany,organic,3,0
85955908,Platinum,France,organic,1,0
3294626,Silver,Netherlands,organic,8,0
35930752,Gold,France,organic,1,0
72621389,Gold,Germany,partnerships,3,0
21423944,Silver,Germany,organic,1,0
31122283,Silver,Canada,organic,9,1
95616805,Silver,UK,organic,2,0
61689884,Gold,Germany,organic,1,0
38035536,Silver,Spain,organic,4,0
45925276,Silver,Netherlands,partnerships,8,0
38886795,Gold,US,organic,1,0
8609256,Silver,Canada,organic,1,0
57562960,Gold,UK,organic,2,0
57481570,Gold,Italy,organic,2,0
18797192,Gold,US,organic,1,0
69039668,Gold,Germany,organic,1,0
11166796,Gold,UK,partnerships,9,1
52178971,Silver,Netherlands,organic,9,1
83858382,Gold,US,organic,1,0
62608993,Gold,Canada,organic,2,0
28194208,Gold,US,organic,4,0
42976555,Gold,Italy,organic,1,0
19143671,Gold,France,organic,1,0
88259261,Gold,Netherlands,organic,1,0
67240362,Gold,UK,organic,1,0
10878734,Platinum,Germany,organic,1,0
36503808,Gold,Netherlands,organic,1,0
97056503,Platinum,Spain,organic,1,0
33344725,Gold,France,partnerships,1,0
62330754,Silver,Netherlands,organic,8,0
272029,Silver,UK,organic,2,0
39864035,Platinum,US,organic,2,0
15598190,Gold,France,organic,2,0
24115684,Gold,US,organic,4,0
49560213,Silver,Spain,organic,9,1
13607364,Gold,Germany,partnerships,3,0
98527525,Gold,Spain,organic,1,0
33972419,Silver,Italy,partnerships,1,0
761499,Silver,Spain,organic,1,0
35234646,Silver,Netherlands,organic,1,0
83971699,Platinum,Germany,organic,1,0
6705303,Silver,US,organic,1,0
45476533,Gold,Germany,partnerships,2,0
88466359,Silver,UK,organic,2,0
62595144,Silver,US,organic,1,0
90296186,Gold,France,organic,1,0
98474035,Platinum,France,organic,1,0
56952743,Platinum,US,organic,1,0
97911,Gold,Germany,referral,9,1
6805717,Platinum,Canada,partnerships,1,0
93224868,Silver,Germany,referral,9,1
69788809,Silver,Italy,organic,1,0
97124792,Gold,UK,referral,2,0
91732894,Gold,UK,organic,6,0
65819453,Silver,US,organic,2,0
4467300,Gold,Spain,organic,1,0
10616594,Gold,Canada,organic,1,0
23909292,Gold,Italy,organic,2,0
22903866,Gold,US,organic,1,0
70043931,Gold,US,organic,1,0
37895833,Silver,France,organic,1,0
380442,Silver,Italy,organic,8,0
18545749,Gold,Italy,organic,1,0
87403126,Gold,US,organic,1,0
53321198,Silver,Spain,organic,1,0
87929371,Silver,Spain,partnerships,1,0
7475763,Gold,UK,organic,2,0
73730525,Gold,Germany,organic,9,1
89433790,Silver,Netherlands,organic,9,1
16576104,Gold,US,organic,2,0
30820,Gold,US,organic,2,0
98625076,Silver,US,organic,4,0
70886300,Silver,UK,organic,1,0
51095978,Gold,US,organic,1,0
15357013,Platinum,Spain,organic,1,0
45125994,Gold,Germany,organic,1,0
72173187,Gold,France,organic,1,0
36401282,Gold,Germany,organic,1,0
22221914,Platinum,Netherlands,organic,1,0
17262132,Platinum,US,organic,1,0
77994179,Silver,Germany,organic,9,1
26044443,Silver,UK,organic,4,0
73442403,Gold,US,organic,3,0
87568015,Gold,Canada,partnerships,1,0
19405129,Gold,Canada,organic,1,0
53168875,Platinum,Italy,organic,1,0
40691627,Gold,Italy,referral,8,0
65708446,Silver,Canada,organic,9,1
37397859,Gold,Canada,organic,1,0
7380110,Platinum,Germany,partnerships,2,0
71919855,Platinum,US,organic,1,0
62793260,Silver,Netherlands,organic,1,0
32986816,Gold,Spain,organic,1,0
43245865,Silver,Germany,organic,4,0
28264804,Gold,Italy,organic,1,0
25663725,Gold,Germany,organic,1,0
66265277,Gold,US,partnerships,4,0
60635094,Silver,UK,partnerships,2,0
5265241,Gold,France,organic,1,0
86662257,Gold,Italy,organic,1,0
6885386,Silver,UK,referral,1,0
82969656,Gold,Spain,organic,1,0
18295631,Gold,Germany,partnerships,1,0
78402191,Platinum,Germany,referral,2,0
87693528,Silver,UK,organic,9,1
84812893,Silver,Spain,organic,1,0
24398738,Silver,Germany,organic,4,0
28007379,Silver,Canada,partnerships,8,0
59707835,Silver,US,organic,7,0
4802748,Platinum,UK,organic,1,0
44030032,Gold,Canada,partnerships,1,0
98883646,Gold,Germany,partnerships,2,0
24292076,Gold,Germany,organic,1,0
25847975,Gold,Germany,organic,3,0
45760529,Gold,Italy,organic,1,0
86451247,Gold,France,organic,1,0
44117793,Platinum,France,organic,1,0
6762932,Gold,UK,referral,8,0
29098601,Gold,US,partnerships,8,0
58067326,Silver,France,partnerships,2,0
38843775,Silver,UK,partnerships,7,0
57689560,Platinum,US,organic,5,0
65082218,Silver,Canada,organic,1,0
49819178,Gold,Italy,organic,1,0
49867643,Silver,UK,organic,3,0
76936679,Gold,US,organic,1,0
22971222,Gold,Spain,organic,2,0
88401951,Gold,Italy,organic,1,0
53915849,Platinum,Netherlands,organic,1,0
91197904,Gold,US,organic,2,0
62224501,Gold,US,partnerships,9,1
86193827,Silver,France,organic,7,0
75771265,Gold,US,organic,1,0
95731150,Platinum,UK,organic,1,0
32805038,Silver,UK,organic,7,0
79319782,Gold,Spain,organic,2,0
83480482,Gold,Netherlands,organic,1,0
59733660,Silver,France,organic,1,0
52705103,Gold,UK,organic,1,0
43377528,Silver,Netherlands,organic,8,0
27544608,Platinum,Netherlands,organic,1,0
31098530,Platinum,US,organic,9,1
65810443,Gold,Spain,organic,1,0
94744108,Silver,Germany,organic,3,0
57921192,Silver,Netherlands,organic,2,0
75053162,Silver,Italy,partnerships,4,0
81353914,Silver,US,partnerships,1,0
63787664,Gold,US,organic,1,0
32655913,Gold,Spain,organic,2,0
29950227,Gold,US,organic,2,0
22947507,Gold,Italy,organic,2,0
22193012,Gold,UK,organic,1,0
62835406,Gold,Spain,partnerships,1,0
85078693,Silver,UK,referral,9,1
39181871,Platinum,US,organic,1,0
30816408,Platinum,France,partnerships,5,0
22327734,Gold,US,partnerships,3,0
50891508,Gold,UK,partnerships,6,0
50674641,Gold,Germany,organic,1,0
24456123,Gold,Italy,organic,1,0
83747780,Gold,US,organic,1,0
73143428,Silver,UK,organic,2,0
8913621,Platinum,Netherlands,organic,1,0
82216896,Gold,Germany,organic,1,0
80865378,Silver,France,organic,1,0
67002885,Silver,Netherlands,organic,9,1
60893056,Gold,Canada,partnerships,1,0
99661478,Silver,US,organic,7,0
84599057,Silver,US,organic,3,0
96166289,Gold,Spain,organic,1,0
83654560,Gold,Spain,organic,1,0
80802428,Platinum,France,organic,1,0
29642736,Platinum,US,organic,1,0
91926234,Gold,US,partnerships,2,0
16021082,Gold,US,organic,1,0
21366020,Silver,UK,partnerships,2,0
5828739,Silver,France,organic,1,0
75184,Silver,Germany,organic,2,0
35115668,Platinum,Germany,organic,1,0
78043142,Silver,US,organic,1,0
27557466,Gold,US,organic,2,0
58484354,Platinum,Spain,organic,1,0
966753,Gold,France,organic,1,0
72747379,Silver,Canada,organic,1,0
41463528,Gold,France,organic,3,0
3559509,Platinum,UK,organic,1,0
71917785,Gold,Spain,organic,1,0
55585952,Gold,UK,referral,2,0
59077631,Silver,Spain,organic,2,0
92614180,Gold,US,organic,1,0
64327143,Gold,Netherlands,organic,1,0
81891764,Gold,Germany,organic,2,0
73391503,Silver,Italy,referral,4,0
94062961,Gold,UK,partnerships,9,1
24112388,Gold,Spain,organic,2,0
17098019,Gold,Germany,partnerships,9,1
69591197,Gold,Italy,partnerships,9,1
32378373,Silver,France,organic,1,0
78804258,Gold,Italy,organic,2,0
15654180,Gold,Spain,organic,1,0
9575865,Platinum,France,organic,1,0
30884146,Gold,US,organic,1,0
94071782,Gold,UK,organic,1,0
27142181,Gold,Germany,organic,1,0
52484432,Gold,Germany,organic,2,0
91298267,Gold,UK,organic,1,0
40607843,Gold,Canada,organic,1,0
52164704,Platinum,Spain,partnerships,1,0
11680144,Platinum,France,partnerships,1,0
85193588,Silver,Netherlands,organic,1,0
87980225,Silver,US,organic,2,0
37895663,Silver,France,partnerships,2,0
93907714,Silver,Spain,organic,1,0
90651905,Gold,Italy,organic,2,0
13611655,Gold,Germany,organic,1,0
36165332,Silver,US,referral,6,0
8967155,Gold,US,organic,6,0
94455858,Gold,France,organic,1,0
17182389,Gold,Germany,organic,1,0
90797207,Gold,Canada,organic,2,0
92158551,Silver,Canada,organic,1,0
43865682,Gold,Germany,organic,1,0
64005174,Gold,Germany,organic,1,0
71630194,Gold,Netherlands,organic,2,0
83480722,Gold,Germany,organic,3,0
2083387,Gold,US,organic,2,0
36306966,Silver,France,organic,5,0
8486050,Gold,Spain,organic,7,0
22118228,Silver,Spain,organic,1,0
89906676,Silver,Germany,organic,1,0
30219442,Gold,UK,organic,1,0
73620787,Gold,Germany,organic,3,0
20517982,Gold,Italy,organic,1,0
38006808,Silver,Germany,organic,1,0
17891749,Gold,UK,partnerships,2,0
73694860,Gold,UK,organic,5,0
81806675,Gold,US,organic,1,0
22671586,Platinum,Germany,organic,2,0
73055620,Platinum,UK,organic,1,0
52020981,Gold,US,organic,3,0
66257469,Platinum,Germany,organic,2,0
26055436,Gold,Netherlands,referral,1,0
18829316,Gold,UK,organic,3,0
75281928,Platinum,US,organic,1,0
95510230,Gold,Germany,organic,2,0
44903006,Silver,Italy,organic,1,0
31367034,Silver,UK,organic,1,0
11313971,Gold,France,organic,1,0
97649545,Gold,US,organic,1,0
87308444,Silver,Canada,referral,9,1
68912798,Gold,UK,organic,1,0
29603004,Gold,Netherlands,organic,1,0
97996282,Gold,France,organic,1,0
10980002,Gold,US,organic,9,1
23581839,Silver,Netherlands,organic,8,0
99055846,Gold,Italy,organic,1,0
78787111,Platinum,Germany,referral,6,0
59056326,Gold,Germany,organic,2,0
9557825,Silver,Germany,organic,1,0
73825936,Platinum,UK,referral,9,1
51426187,Gold,Netherlands,organic,1,0
97500015,Gold,UK,organic,3,0
12427430,Gold,UK,organic,3,0
72004961,Gold,Canada,organic,1,0
61327872,Gold,France,organic,3,0
19467783,Gold,US,organic,1,0
8937608,Platinum,Spain,organic,1,0
27245870,Platinum,France,organic,1,0
7986288,Silver,US,organic,1,0
28132543,Silver,Netherlands,referral,9,1
30502870,Gold,US,organic,2,0
57043465,Gold,Germany,organic,3,0
30846414,Gold,Spain,organic,1,0
26725221,Gold,UK,organic,5,0
13924459,Gold,Netherlands,organic,2,0
13176380,Gold,Italy,organic,2,0
61532167,Silver,France,organic,1,0
27453878,Gold,Spain,organic,1,0
12589304,Silver,Italy,organic,2,0
26509695,Silver,UK,organic,1,0
98911881,Gold,Canada,referral,2,0
58308440,Silver,US,organic,9,1
36995007,Gold,US,organic,2,0
57399518,Gold,Germany,organic,1,0
39375688,Silver,UK,organic,6,0
25735617,Gold,Germany,organic,1,0
37109504,Gold,US,organic,1,0
62172102,Gold,US,organic,2,0
33445759,Silver,Italy,organic,1,0
8567221,Gold,France,organic,1,0
86583844,Silver,Germany,partnerships,1,0
17156358,Silver,Canada,organic,9,1
80347602,Gold,US,organic,1,0
15211663,Silver,US,partnerships,7,0
37651492,Gold,Netherlands,organic,1,0
47046861,Gold,UK,organic,1,0
56196862,Gold,Germany,organic,8,0
72562191,Gold,UK,organic,4,0
88305629,Gold,Canada,organic,2,0
84861998,Silver,UK,organic,8,0
28437248,Gold,UK,organic,1,0
83997210,Gold,UK,organic,1,0
65519039,Silver,Germany,organic,1,0
68368763,Gold,Netherlands,partnerships,2,0
79495669,Gold,Germany,partnerships,9,1
17743571,Gold,US,referral,1,0
29094726,Gold,Italy,organic,1,0
63741612,Gold,Germany,organic,1,0
50068720,Silver,US,organic,2,0
97820768,Platinum,UK,organic,1,0
20291774,Platinum,US,organic,1,0
18513478,Gold,UK,organic,1,0
17756342,Silver,Germany,organic,1,0
89756666,Gold,Netherlands,partnerships,1,0
34706929,Gold,Netherlands,organic,2,0
84121241,Gold,Spain,organic,1,0
40685906,Silver,Netherlands,organic,2,0
38544960,Gold,Netherlands,organic,1,0
5326970,Gold,Spain,organic,1,0
88053445,Gold,Italy,organic,1,0
26103321,Gold,UK,organic,4,0
69806416,Silver,UK,organic,1,0
53578577,Platinum,Italy,organic,1,0
58547365,Gold,US,organic,2,0
74821236,Gold,UK,organic,4,0
74024437,Gold,Germany,organic,1,0
21003442,Platinum,Germany,partnerships,2,0
50057930,Silver,Netherlands,partnerships,9,1
34313171,Gold,UK,organic,1,0
11785340,Gold,Netherlands,partnerships,1,0
74684491,Gold,US,organic,1,0
2125713,Gold,US,organic,2,0
38918018,Gold,Italy,organic,2,0
25600993,Gold,Canada,organic,1,0
33856567,Gold,US,organic,1,0
63950771,Silver,Spain,organic,1,0
20920566,Gold,US,organic,1,0
38633805,Silver,UK,partnerships,2,0
14081199,Silver,Canada,partnerships,7,0
70630408,Gold,Germany,organic,1,0
55013652,Silver,Spain,organic,1,0
37260955,Gold,Canada,organic,2,0
36000438,Gold,US,organic,1,0
16235536,Gold,US,partnerships,8,0
77828564,Silver,Canada,organic,1,0
34963576,Silver,Spain,organic,1,0
54977029,Gold,US,organic,2,0
34005896,Gold,Germany,organic,2,0
96838570,Gold,Germany,organic,3,0
74179773,Platinum,UK,organic,1,0
52483750,Platinum,Germany,organic,1,0
10651152,Silver,Spain,organic,1,0
8145315,Silver,US,organic,1,0
32090747,Gold,US,organic,1,0
99026046,Gold,US,organic,1,0
48584056,Silver,UK,partnerships,2,0
51011769,Gold,Canada,organic,1,0
37812267,Gold,Spain,organic,1,0
14266573,Gold,Italy,partnerships,2,0
53659403,Gold,UK,organic,1,0
86327337,Platinum,France,organic,2,0
70051362,Silver,France,organic,1,0
3719392,Silver,Germany,organic,1,0
9204621,Gold,Canada,organic,1,0
98542658,Platinum,Italy,organic,1,0
834651,Platinum,US,organic,1,0
25857051,Gold,Germany,organic,1,0
60910645,Silver,Italy,organic,5,0
82604645,Gold,Italy,referral,9,1
75855631,Gold,Spain,organic,2,0
89680954,Gold,Italy,organic,2,0
22195757,Silver,Germany,organic,1,0
94947798,Gold,UK,organic,1,0
72983314,Gold,UK,organic,1,0
55560554,Silver,Germany,organic,2,0
76802012,Gold,US,partnerships,9,1
59330342,Silver,US,organic,1,0
24352978,Platinum,Spain,organic,1,0
79517624,Silver,US,organic,1,0
19417184,Gold,US,organic,2,0
89453910,Gold,Spain,organic,1,0
24892301,Silver,France,referral,2,0
89815831,Gold,UK,organic,1,0
52860176,Silver,US,organic,2,0
77652872,Gold,France,organic,1,0
85394208,Silver,Italy,organic,1,0
44851475,Gold,Spain,organic,2,0
68665887,Silver,US,organic,1,0
78717935,Silver,Italy,organic,2,0
40352576,Gold,France,organic,1,0
92771454,Platinum,US,partnerships,1,0
96861624,Gold,US,organic,2,0
5552637,Silver,UK,organic,1,0
87124039,Gold,Germany,organic,2,0
342439,Gold,UK,organic,3,0
40214148,Gold,US,organic,3,0
99147056,Silver,US,organic,6,0
72485767,Platinum,UK,organic,1,0
97043517,Gold,Spain,organic,2,0
4177071,Gold,Canada,organic,1,0
4431837,Gold,Italy,organic,2,0
60648961,Gold,US,organic,1,0
91081491,Gold,UK,partnerships,1,0
39364640,Gold,US,partnerships,1,0
65586642,Gold,Canada,organic,3,0
60030102,Silver,Canada,organic,9,1
48525121,Silver,Spain,organic,3,0
86067161,Gold,US,referral,9,1
78017170,Platinum,Germany,organic,1,0
49820537,Gold,Spain,organic,2,0
47588905,Gold,Canada,organic,1,0
39181192,Platinum,US,organic,2,0
92257839,Silver,US,organic,6,0
69231986,Gold,Canada,organic,1,0
68119914,Gold,Spain,organic,1,0
61068577,Gold,Netherlands,partnerships,5,0
99132761,Gold,US,organic,1,0
68395477,Silver,Spain,organic,4,0
49925638,Gold,Italy,organic,3,0
55994647,Silver,Netherlands,referral,1,0
87791165,Gold,UK,organic,1,0
98870634,Silver,US,organic,4,0
29856828,Gold,Canada,organic,3,0
41238024,Gold,UK,organic,1,0
33602082,Gold,US,organic,3,0
4010980,Platinum,Italy,organic,1,0
623382,Gold,Germany,organic,1,0
95930638,Silver,Italy,organic,2,0
9028745,Silver,Canada,organic,1,0
15875378,Gold,France,organic,1,0
98197491,Platinum,UK,organic,2,0
12830405,Gold,Italy,organic,1,0
49531902,Gold,Germany,organic,1,0
19495711,Gold,UK,organic,3,0
97487597,Gold,Canada,organic,1,0
25346566,Gold,Netherlands,organic,1,0
80526743,Gold,US,organic,6,0
70066656,Gold,US,partnerships,1,0
24197981,Gold,UK,organic,1,0
27933449,Gold,Germany,referral,3,0
57342409,Gold,Italy,partnerships,1,0
62795316,Gold,US,organic,3,0
55661307,Gold,US,organic,3,0
51181827,Gold,UK,organic,2,0
99715858,Gold,UK,organic,2,0
55938599,Gold,France,partnerships,2,0
90538686,Gold,Canada,organic,1,0
92182204,Gold,UK,organic,1,0
55260401,Gold,US,organic,1,0
61939361,Silver,US,organic,2,0
56303670,Platinum,France,organic,1,0
3468400,Gold,US,organic,2,0
57331871,Gold,Germany,organic,3,0
82262953,Silver,US,organic,1,0
98022341,Gold,France,organic,2,0
26277810,Gold,Germany,organic,3,0
52971078,Gold,Spain,organic,1,0
80944451,Gold,Canada,organic,2,0
71129640,Gold,US,organic,1,0
70787559,Silver,Germany,organic,3,0
12037924,Silver,US,organic,1,0
95699441,Gold,Germany,referral,9,1
70005132,Gold,Italy,organic,1,0
76212059,Gold,Netherlands,partnerships,5,0
14441622,Silver,Germany,referral,8,0
33765770,Gold,Netherlands,organic,2,0
18873730,Silver,Netherlands,organic,9,1
82372432,Gold,US,organic,1,0
75542600,Gold,US,organic,1,0
7933687,Silver,US,organic,1,0
41094928,Gold,Italy,organic,1,0
47336960,Gold,Spain,organic,1,0
86569866,Platinum,US,organic,1,0
9033905,Gold,US,organic,3,0
84116522,Gold,Italy,organic,4,0
39267007,Gold,US,organic,5,0
31009372,Gold,Spain,referral,7,0
63282833,Platinum,Germany,organic,1,0
16510088,Gold,France,organic,5,0
76703901,Gold,Germany,organic,2,0
54445377,Silver,Italy,organic,1,0
68248366,Gold,Germany,partnerships,6,0
68911008,Gold,US,organic,1,0
75027457,Silver,Spain,organic,1,0
19985513,Gold,US,partnerships,8,0
18883362,Silver,Italy,organic,1,0
99503997,Gold,Spain,organic,2,0
11014170,Gold,UK,organic,1,0
6974756,Gold,UK,organic,1,0
68910524,Gold,Spain,organic,1,0
75953952,Gold,Spain,organic,1,0
43755673,Gold,Netherlands,organic,1,0
77622997,Silver,Netherlands,organic,9,1
18190892,Silver,US,organic,2,0
26508203,Gold,UK,partnerships,8,0
68269230,Gold,Germany,organic,1,0
77467812,Silver,Canada,organic,9,1
49529749,Platinum,UK,organic,3,0
16686436,Silver,UK,organic,1,0
87826904,Platinum,US,organic,1,0
4134847,Gold,Canada,organic,1,0
72917752,Silver,Italy,organic,1,0
97226808,Gold,Spain,organic,1,0
83455567,Platinum,Netherlands,organic,1,0
39338873,Platinum,UK,organic,1,0
34431340,Gold,Netherlands,organic,1,0
59725720,Platinum,US,organic,1,0
96322455,Gold,US,organic,1,0
75814212,Gold,Canada,partnerships,2,0
80041338,Silver,Germany,referral,9,1
65519938,Silver,US,organic,2,0
17949106,Gold,Italy,referral,9,1
86949180,Silver,US,organic,2,0
77480608,Platinum,Germany,organic,1,0
34503682,Silver,Germany,organic,3,0
61359464,Silver,Netherlands,organic,9,1
13624810,Gold,Germany,organic,2,0
91286361,Silver,Canada,referral,1,0
93653282,Gold,UK,organic,4,0
27481613,Gold,France,organic,1,0
59072248,Gold,US,organic,2,0
69336882,Platinum,Spain,organic,1,0
63456136,Gold,Canada,partnerships,1,0
60760635,Gold,Canada,organic,3,0
78417661,Silver,Germany,organic,1,0
53010117,Gold,US,organic,6,0
95735448,Gold,Spain,organic,2,0
36076314,Platinum,UK,partnerships,1,0
71649216,Platinum,US,organic,1,0
12246926,Silver,Germany,organic,1,0
57349589,Gold,Canada,organic,1,0
57175945,Gold,Netherlands,organic,1,0
48395041,Gold,UK,referral,7,0
98453758,Platinum,Germany,organic,2,0
62003672,Silver,Germany,organic,8,0
80993370,Platinum,France,organic,1,0
39704260,Silver,France,organic,2,0
87613370,Silver,Germany,organic,1,0
37117619,Silver,Netherlands,organic,1,0
87346667,Gold,Italy,partnerships,1,0
71347966,Silver,Italy,organic,9,1
70952850,Gold,Spain,organic,2,0
73491849,Gold,US,organic,3,0
83006228,Silver,Germany,organic,4,0
98102736,Gold,UK,referral,4,0
8894143,Gold,Germany,partnerships,2,0
19617337,Gold,UK,organic,1,0
6120892,Platinum,UK,organic,1,0
56016835,Silver,Canada,organic,7,0
68302598,Gold,US,organic,1,0
35392518,Silver,France,organic,1,0
70690729,Silver,UK,organic,2,0
36199265,Gold,Italy,organic,1,0
74692428,Gold,UK,organic,1,0
98903989,Gold,UK,organic,2,0
2555514,Gold,Canada,organic,1,0
34308178,Silver,US,organic,2,0
15762979,Gold,US,organic,1,0
39621769,Gold,Italy,organic,2,0
58165017,Silver,Germany,organic,1,0
5181925,Gold,Germany,organic,2,0
64016189,Gold,Netherlands,organic,1,0
66025897,Silver,Netherlands,organic,9,1
11876653,Silver,Canada,organic,9,1
21367487,Gold,Germany,referral,9,1
91593222,Platinum,US,organic,1,0
51433675,Gold,UK,organic,1,0
16303864,Gold,UK,organic,2,0
98606028,Gold,US,organic,1,0
31435688,Silver,US,partnerships,9,1
6811632,Silver,US,organic,4,0
24860799,Gold,Germany,organic,4,0
53704868,Gold,Italy,organic,2,0
83337579,Silver,US,organic,1,0
74685469,Silver,Italy,organic,1,0
67334129,Gold,UK,partnerships,8,0
43859872,Gold,UK,organic,1,0
46888541,Silver,Canada,organic,9,1
4381103,Platinum,Italy,organic,1,0
48564380,Platinum,France,organic,2,0
71635093,Platinum,UK,referral,2,0
18594848,Gold,Germany,organic,1,0
33346906,Silver,Germany,organic,2,0
74019061,Gold,France,organic,1,0
67238128,Gold,Canada,referral,4,0
12356801,Gold,UK,organic,1,0
25532995,Gold,Italy,organic,2,0
83407380,Silver,Canada,referral,9,1
2826924,Gold,France,organic,1,0
23498061,Gold,Germany,referral,9,1
62054886,Silver,Italy,organic,1,0
43794357,Silver,Netherlands,organic,9,1
13155262,Gold,Germany,organic,1,0
99118603,Gold,Canada,organic,1,0
